794,Licuala grandis  
795,Livistona chinensis  
796,Livistona rotundifolia  
797,Phoenix roebelenii  
798,PRITCHARDIA PACIFICA  
799,RAPHIS EXCELSA  
800,RAPHIS HUMILIS  
801,Ravenea rivularis  
802,Washingtonia filifera  
803,Washingtonia robusta  
804,Zamia furfuracea  
805,BOUGAINVELLIA
806,BOUGAINVELLIA TORCHH
807,CASURINA
808,CASURINAH
809,CASURINAH 
810,FICUS BLACK  
811,FICUS BLACK 
812,FICUS BLACK
813,FICUS NITIDA
814,FICUS panda
815,FICUS RETUSAHBALL
816,FICUS STARLIG
817,MELALEUCA BRACTEATA
818,FICUS PRESTIGE
819,EUGENIA VENTENATI
820,MALPIGHIA GLABRA  
821,Thuja occidentalis 
822,FICUS LONGISLAND
823,FICUS TRINAGULARIS
824,AEGLE MARMELOS    
825,ANNONA RETICULATA    
826,CARICA PAPAYA (CHD)    
827,CARICA PAPAYA (PD)    
828,CARICA PAPAYA (PN)    
829,CARICA PAPAYA (RL)     
830,CARISSA CARANDAS    
831,CITRUS ACIDICA    
832,CITRUS AURANTIFOLIA    
833,CITRUS DECUMANA    
834,CITRUS LIMETTA (KINNOW)    
835,CITRUS LIMETTA (NH)    
836,CITRUS LIMON    
837,CITRUS MEDICA    
838,CITRUS RETICULATA    
839,CITRUS X LATIFOLIA    
840,COCOS NUCIFERA    
841,EMBLICA OFFICINALIS    
842,FICUS CARICA (THAI)    
843,HYLOCEREUS UNDATUS    
844,MANGIFERA INDICA (DASHERI)    
845,MANGIFERA INDICA (KESAR)    
846,MANGIFERA INDICA (MALLIKA)    
847,MANGIFERA INDICA (TOTAPURI)    
848,MANGIFERA INDICA (BEGANPALLI)    
849,MANILKARA ZAPOTA    
850,MORINGA OLEIFERA    
851,MUSA PARADISIACA    
852,PERSEA AMERICANA    
853,PRUNICA GRANATUM (BHAGWA)    
854,PRUNICA GRANATUM (SINDURI)    
855,PSIDIUM GUAJVA    
856,SYZYGIUM CUMINI    
857,ZIZYPHUS JUJUBA    
858,ZIZYPHUS SPECIES    
859,Annona squamosa
860,Annona atemoya
861,Annona muricata
862,Annona cherimola
863,ARTOCARPUS HETEROPHYLLUS  
864,PETUNIA SPP   
865,CHRYSANTHEMUM SPP   
866,VINCA SPP 
867,GAZANIA SPP   
868,SALVIA SPP   
869,ASTER SPP   
870,DIANTHUS SPP   
871,PANSY SPP   
872,MARIGOLD SPP   
873,AFRICAN MARIGOLD SPP   
874,CALENDULA SPP   
875,CELOCIA CRISTATA SPP   
876,EUROCANDRA SPP   
877,GLADIOLUS SPP   
878,FLOX SPP   
879,POPPY SPP   
880,LISIANTHUS SPP   
881,ALYSSUM SPP   
882,BALSAM SPP   
883,BEGUNIA SPP 
884,CALIBRACHOA SPP 
885,CARNATION SPP 
886,CINERARIA SPP   
887,COREOPSIS SPP 
888,COSMOS SPP   
889,DAHLIA SPP   
890,DIMORPHOTHECA SPP   
891,GAILLARDIA SPP   
892,GERANIUM SPP   
893,GODETIATOBSXIN
894,GOMPHERENATOBSXIN
895,HELICHRYSUMTOBSXIN
896,HYPOESTESTOBSXIN
897,HOLLYHOCKTOBSXIN
898,IMPATIENCESTOBSXIN
899,KOCHIATOBSXIN
900,MARIGOLD FRENCHTOBSXIN
901,MELAMPODIUMTOBSXIN
902,MIMULUSTOBSXIN
903,NASTURTIUMTOBSXIN
904,NICOTIANATOBSXIN
905,PAPAVERTOBSXIN
906,PORTULACABSXIN
907,PRIMULATOBSXIN
908,RUDBECKIABSXIN
909,STATICETOBSXIN
910,STOCKTOBSXIN
911,SUNFLOWERTOBSXIN
912,SWEET WILLIAMTOBSXIN
913,TORENIATOBSXIN
914,VERBENATOBSXIN
915,VIOLATOBSXIN
916,ZINNIATOBSXIN
917,PETUNIA SPP
918,CHRYSANTHEMUM SPP
919,VINCA SPP
920,GAZANIA SPP
921,SALVIA SPP
922,ASTER SPP
923,DIANTHUS SPP
924,MARIGOLD FRENCH SPP
925,PANSY SPP
926,AFRICAN MARIGOLD SPP
927,CALENDULA SPP
928,CELOCIA CRISTATA SPP
929,EUROCANDRA SPP
930,GLADIOLUS SPP
931,FLOX SPP
932,POPPY SPP
933,LISIANTHUS SPP
934,ALYSSUM SPP
935,BALSAM SPP
936,BEGUNIA SPP
937,CALIBRACHOA SPP
938,CARNATION SPP
939,CINERARIA SPP
940,COREOPSIS SPP
941,COSMOS SPP
942,DAHLIA SPP
943,DIMORPHOTHECA SPP
944,GAILLARDIA SPP
945,GERANIUM SPP
946,GODETIA SPP
947,GOMPHERENA SPP
948,HELICHRYSUM SPP
949,HYPOESTES SPP
950,HOLLYHOCK SPP
951,IMPATIENCES SPP
952,KOCHIA SPP
953,MELAMPODIUM SPP
954,MIMULUS SPP
955,NASTURTIUM SPP
956,NICOTIANA SPP
957,PAPAVER SPP
958,PORTULACA SPP
959,PRIMULA SPP
960,RUDBECKIA SPP
961,STATICE SPP
962,STOCK SPP
963,SUNFLOWER SPP
964,SWEET WILLIAM SPP
965,TORENIA SPP
966,VERBENA SPP
967,VIOLA SPP
968,ZINNIA SPP
969,ZOISIA JAPONICACARPET
970,ZOISIA TENUIFOLIACARPET
971,ZOISIA MATRELLACARPET
972, CYNODON SPP
973,PASPALUM VAGINATUMPLANT
974,PASPALUM VAGINATUM
975,STANOTAPHRUM SE VATIEGATUM
976,OCIMUM BASILICUM  
977,OCIMUM GRATISSIMUM  
978,OCIMUM TENUIFLORUM  
979,BACOPAMONNIERI  
980,SWERTIA CHIRAITA  
981,PEEPER LONGUM  
982,COLEUS BARBATUS  
983,SANTALUM ALBUM  
984,RANWOLFIA SERPENTINA  
985,ASPARAGUS RACEMOSUS  
986,MENTHA PIPERTIA  
987,ECLIPTA ALBA  
988,NEPETA CATARIA  
989,TRACHYSPERMUM AMMI  
